Discussed	Authors	Title	Year	Abstract
	Cavallaro C.; Verga G.; Tramontana E.; Muscato O.	Suggesting just enough (un)crowded routes and destinations	2020	Though people like to visit popular places, for health-related concerns and due to the recent restrictions adopted around the world, gatherings should be avoided. When planning a trip, one has to consider both attractiveness in terms of general interest for the destinations, and the density of people gathering there. In this work, we propose a recommendation system aiming at offering users some suggestions on useful routes and destinations that balance both liveliness and overcrowding. Firstly, we use datasets storing GPS positions as a basis for the statistics on routes and destinations. Then, we use an accurate probability algorithm that estimates the number of people moving from one place to another in the city and accordingly we show a list of destinations to users. The destination points are filtered based on the user’s preference on the density of people. A multi-agent system is used to handle the user requests to find a route for a trip, statistics on possible destinations, and suggestions to users. Thanks to our solution we can inform users on suitable routes and destinations, as well as alert them when a preferred destination is overcrowded. © 2020 Copyright for this paper by its authors.
	Nanna G.A.; Quatraro N.F.; de Carolis B.	A multi-agent system for simulating the spread of a contagious disease	2020	Recent events concerning global health risks have made truly evident the importance of advanced strategies and tools to monitor and prevent the spread of new and unpredictable diseases. COVID-19 showed the world that there are many factors that come into play when facing a viral threat, such as politics, social and economic aspects. Taking those into account when trying to deal with such events can make a huge difference in the efficacy and efficiency of the responses to the viruses. In this paper, we propose the use of a Multi-Agent system that extends the previous multi-agent-based approaches by adding a whole new set of features to control the outbreak during the simulation in order to dynamically verify how the government strategies can impact the disease spread. © 2020 Copyright for this paper by its authors.
	Pisano G.; Ciatto G.; Calegari R.; Omicini A.	Neuro-symbolic computation for XAI: Towards a unified model	2020	The idea of integrating symbolic and sub-symbolic approaches to make intelligent systems (IS) understandable and explainable is at the core of new fields such as neuro-symbolic computing (NSC). This work lays under the umbrella of NSC, and aims at a twofold objective. First, we present a set of guidelines aimed at building explainable IS, which leverage on logic induction and constraints to integrate symbolic and sub-symbolic approaches. Then, we reify the proposed guidelines into a case study to show their effectiveness and potential, presenting a prototype built on the top of some NSC technologies. © 2020 Copyright for this paper by its authors.
	Cavalli S.; Cagnoni S.; Lombardo G.; Poggi A.	Actor-based architecture for cloud services orchestration: The case of social media data extraction	2020	In this paper we present a distributed system for social media scraping which aims to acquire an arbitrarily large number of information from social networks, by exploiting an actor-based solution able to orchestrate efficiently several services on cloud. Our goal is to ensure that correct operations among actors occur, thanks to a master node, based on the ActoDeS architecture, which takes care of managing communications, interface and messages exchanged by client nodes. As a use case, we consider Twitter as social media platform for the key role that is playing in the modern society, as shown by Google Trends data. However, Twitter’s search API have many limitations and there is definitely no way to make it work when it comes to obtaining millions of records within a monthly or annual time range. Thus, we have designed a distributed solution that is able to overcome these constraints without breaking the current laws on this subject and the policies of Twitter. © 2020 Copyright for this paper by its authors.
	Cossentino M.; Lopes S.; Sabatucci L.	A tool for the automatic generation of MOISE organisations from BPMN	2020	Multi-agent systems proved successful in enacting business processes because of their inner properties (distribution of tasks, collaboration and coordination among agents). MAS adoption in enacting processes becomes even more interesting if they exhibit adaptation capabilities. The proposed approach consists in the automatic generation of a MOISE organisation from the BPMN specification of a business process. This organisation is conceived to support adaptation because of the possibility to adapt its configuration at runtime according to emerging needs. Here, we focus on the tool for processing BPMN specification and generating MOISE organization code. © 2020 Copyright for this paper by its authors.
	Longo C.F.; Longo F.; Santoro C.	A reactive cognitive architecture based on natural language processing for the task of decision-making using a rich semantic	2020	The field of cognitive architectures is rich of approaches featuring a wide range of typical abilities of human mind, like perception, action selection, learning, reasoning, meta-reasoning and others. However, those leveraging Natural Language Processing are quite limited in both domain and reasoning capabilities. In this work, we present a cognitive architecture called CASPAR, based on a Belief-Desire-Intention framework, capable of reactive reasoning using a highly descriptive semantic made of First Order Logic predicates parsed from natural language utterances. © 2020 Copyright for this paper by its authors.
	Spina R.; Fornaia A.; Tramontana E.	An early warning system for seismic events based on the multi-agent model	2020	When a disastrous earthquake is about to occur in a specific territory, there are a series of anomalies that alter the pre-existing natural balances. Seismic swarms, ground deformation, bright flashes, emissions of various gas types (radon, CO2,..), changes in the composition and flow rate groundwater are just some physical-chemical perturbations induced by the growing stress condition borne by the crustal masses. Dilatancy theory and asperity model allow us to interpret the dynamic mechanisms to which the seismic precursors are due: the development of a network of cracks and the sliding of areas with less mechanical resistance are in agreement with seismic, mechanical and geochemical anomalies that occur before to high magnitude earthquakes. In areas with high seismic risk, constant monitoring of geophysical parameters is frequent, carried out using different types of sensors. The MAS (Multi-Agent System) model is one of the most suitable choices for efficiently implementing a seismic alert system, based on the interpretation of experimental data obtained from the sensor network. Using this type of approach, a Seismic Early Warning (SEW) has been created that according to the data acquired by the sensors and through the activities carried out by agent clusters, define the risk of seismic events having magnitude at least six. The SEW system aims to interpret, in real-time, the variations of an adequate number of seismic precursors for specific threshold values, calculated statistically. The integrated and complementary analysis of them, using several specific Boolean expressions, assesses the contribution provided by each parameter for computing the level of risk, divided into soft, medium and hard. The model has been tested with data gathered in New Zealand, a nation with a high seismic and volcanic risk which offers free access to some seismic precursors. © 2020 Copyright for this paper by its authors.
	Bertolotti F.; Roman S.	Risk sensitivity of production studios on the us movie market: An agent-based simulation	2021	The movie industry is a highly product differentiated industry where firms mainly compete in non-price product attributes. The success of a movie on the film distribution market depends on a variety of factors. Because of the short life cycle, the rapid decay in revenues, and the constant entrance of new competitive products, temporal decisions play a crucial role. The time series of the number of movies on release and the sum of the box office results of the ten top movies (ranked by box office result for that week) show that a seasonality emerges in the US movie market. Moreover, the two time series are on counterphase. We suggest the reason is a risk sensitivity adaptation in the behaviour of the movie's distributors. This paper tests this hypothesis. We develop an agent-based model of a movie market, and we simulated it for 15 years. We show that a comparable global behaviour exists when producers schedule the movies according to given risk-sensitive strategies. Our analysis improves the knowledge of the US motion picture market and may support film producers on how to change their scheduling decisions. © 2021 CEUR-WS. All rights reserved.
	Cavallaro C.; Tramontana E.	User assistance for predicting the availability of bikes at bike stations	2021	Generally, assistant agents have been employed to recommend users some goods or services they could be interested in. Moreover, thanks to devices recording user geographical positions, recommendation systems have been developed to propose places to visit. This paper proposes an approach for making an estimate of bikes available at bike stations, hence facilitating the use of such a transport means. I.e. users made aware of bike availability beforehand can choose such a transport mode more easily. By using a fast algorithm analysing data recording all bike movements, we obtain an accurate estimate of where bikes will be in the near future. This is possible by determining the frequent paths of bikes, according to their starting points, and the likely destinations. Thanks to such estimates, users can be alerted beforehand about the desired bike at their preferred bike station. Then, a message will be sent when the bike is in the station. Assistant agents giving such alerts are provided to users as an app on their smartphone. © 2021 CEUR-WS. All rights reserved.
1	Losapio G.; Minutoli F.; Mascardi V.; Ferrando A.	Smart balancing of E-scooter sharing systems via deep reinforcement learning	2021	Nowadays, micro-mobility sharing systems have become extremely popular. Such systems consist in fleets of electric vehicles which are deployed in cities, and used by citizens to move in a more ecological and flexible way. Unfortunately, one of the issues related to such technologies is its intrinsic load imbalance; since the users can pick up and drop off the electric vehicles where they prefer. We present ESB-DQN, a multi-agent system based on Deep Reinforcement Learning that offers suggestions to pick or return e-scooters in order to make the fleet usage and sharing as balanced as possible. © 2021 CEUR-WS. All rights reserved.
	Acciaro G.D.; D'Asaro F.A.; Rossi S.	Predicting humans: A sensor-based architecture for real time Intent Recognition using Problog	2021	In a world where the population is aging, products that improve living comfort will have more importance in people's lives. These products must interpret the intentions of those who live in the house to provide them with assistance in their daily tasks. Motivated by these issues, we present an architecture for real-time Intention Recognition. We demonstrate it with a kitchen use-case, where the agent prepares a meal. Our goal is to recognize what type of meal the agent intends to prepare. The architecture consists of two layers, namely the “Classification Layer” and the “Problog Layer”. The Classification Layer recognizes the environment through sensors and classifiers, and passes the information to the Problog Layer, which uses Problog to infer the intention. The Problog Layer consists of two Knowledge Bases: the “Static KB” and the “Dynamic KB”. The former axiomatically describes the intentions we want to recognize, while the latter is generated at runtime using information from the Classification Layer. © 2021 CEUR-WS. All rights reserved.
	Longo C.F.; Santoro C.; Cantone D.; Nicolosi-Asmundo M.; Santamaria D.F.	SW-CASPAR: Reactive-cognitive architecture based on natural language processing for the task of decision-making in the open-world assumption	2021	This paper addresses the issue of nowadays vocal assistants cognitive lacks, which are able to execute from vocal commands only simple plans without higher capabilities of decision-making. In this work we propose an open-world assumption transposition of the cognitive architecture CASPAR, whose heuristic takes into account of meta-reasoning in the closed-world assumption, namely SW-CASPAR. Such a cognitive architecture is also provided with a module for semi-automatic ontology learning from sentences in natural language, reflecting the domain with an instance of a novel foundational ontology called Linguistic Oriented Davidsonian Ontology (LODO), with the aim of increasing the deepness of reasoning without compromising linguistic-related features. LODO is inspired by the First-Order Logic Davidsonian notation and serialized in OWL 2. A case-study applied to automation on health scenarios is also provided. © 2021 CEUR-WS. All rights reserved.
1	Albericci T.; Cecconello T.; Gibertini A.; Vizzari G.	A curriculum-based reinforcement learninig approach to pedestrian simulation	2021	Reinforcement Learning represents a way to train an agent situated in an environment what to do to maximise an accumulated numerical reward signal (received by the environment as a feedback to every chosen action). Within this paper we explore the possibility to apply this approach to pedestrian modelling: pedestrians generally do not exhibit an optimal behaviour, therefore we carefully defined a reward function (combining contributions related to proxemics, goal orientation, basic wayfinding considerations), but also a particular training curriculum, a set of scenarios of growing difficulty supporting the incremental acquisition of proper orientation, walking, and pedestrian interaction competences. The paper will describe the fundamental elements of the approach, its implementation within a software framework employing Unity and ML-Agents, describing the promising achieved simulation results. © 2021 CEUR-WS. All rights reserved.
1	Agiollo A.; Ciatto G.; Omicini A.	Graph neural networks as the copula mundi between logic and machine learning: A roadmap	2021	Combining machine learning (ML) and computational logic (CL) is hard, mostly because of the inherently-different ways they use to represent knowledge. In fact, while ML relies on fixed-size numeric representations leveraging on vectors, matrices, or tensors of real numbers, CL relies on logic terms and clauses-which are unlimited in size and structure. Graph neural networks (GNN) are a novelty in the ML world introduced for dealing with graph-structured data in a sub-symbolic way. In other words, GNN pave the way towards the application of ML to logic clauses and knowledge bases. However, there are several ways to encode logic knowledge into graphs: which is the best one heavily depends on the specific task at hand. Accordingly, in this paper, we (i) elicit a number of problems from the field of CL that may benefit from many graph-related problems where GNN has been proved effective; (ii) exemplify the application of GNN to logic theories via an end-to-end toy example, to demonstrate the many intricacies hidden behind the technique; (iii) discuss the possible future directions of the application of GNN to CL in general, pointing out opportunities and open issues. © 2021 CEUR-WS. All rights reserved.
	Pisano G.; Calegari R.; Omicini A.	Towards cooperative argumentation for MAS: An actor-based approach	2021	We discuss the problem of cooperative argumentation in multi-agent systems, focusing on the computational model. An actor-based model is proposed as a first step towards cooperative argumentation in multi-agent systems to tackle distribution issues-illustrating a preliminary fully-distributed version of the argumentation process completely based on message passing. © 2021 CEUR-WS. All rights reserved.
	Petrosino G.; Iotti E.; Monica S.; Bergenti F.	Prototypes of productivity tools for the jadescript programming language	2021	Jadescript is an agent-oriented programming language built on top of JADE. So far, the focus of the development of the language was on design choices, on syntax refinements, and on the introduction of expressions and constructs for agent-related abstractions and tasks. In this paper, a proposal to achieve the crucial goal of making Jadescript suitable for professional use is presented. The success of Jadescript, as a solid language to build real-world agent-based software systems, is necessarily related to its effective integration with mainstream development tools. In this paper, some of the productivity tools developed to integrate Jadescript with a mainstream development environment are presented as a way to promote the successful adoption of the language towards the community of JADE users. © 2021 CEUR-WS. All rights reserved.
	Fortino G.; Fotia L.; Messina F.; Rosaci D.; Sarnè G.M.L.; Savaglio C.	A trust model to form teams of agentified AGVs in workshop areas	2021	Smart Workshops are experiencing the need of a mobile intelligence for mining both learning patterns and knowledge from the wide sea of data generated by both mobile users and mobile technologies. Indeed, mobile intelligence would represent the ideal substratum for providing "agentified" robots with a plethora of advanced capabilities (e.g., visual recognition, fault detection, self-recovery) and, hence, with high-level functionalities, like production line control, asset movement, connectivity restore. Besides the operational plane, however, mobile intelligence can be successfully exploited also in organizational tasks, like the formation of temporary, ad-hoc teams for accomplishing a given target. The complexity of some industrial operations, indeed, often demands the involvement of several, heterogeneous group of robots and the adequate representation of the reciprocal trustworthiness represents a key pre-requisite. It holds particularly for the Automated Guided Vehicles (AGVs) which are increasingly involved in collaborative activities aimed to optimise storage, picking, and transport functions in a wide variety of workshop areas. Therefore, in this paper we define a trustworthiness model for agentified AGVs based on the mix of their reputation and reliability and we present an agent-based framework implementing the related team formation strategy. The improvements obtained in terms of effectiveness and efficiency from the AGV team are observed and measured through a simulation activity, in which realistic settings for an industrial applications have been considered. © 2021 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0). CEUR Workshop Proceedings (CEUR-WS.org)
	Falcone R.; Sapienza A.	Information seeking behavior at the time of COVID-19	2021	Italy was the first European country to be affected by COVID-19, facing an unprecedented situation. The reaction required drastic solutions and highly restrictive measures, which severely tested the trust of the Italian people. In this context, the role of information sources was fundamental, since they strongly influence public opinion. The central focus of this research is to assess how the information seeking behavior (ISB) of the Italian citizens affected their perception of government response strategies during the pandemic. Starting from the result of a survey addressed to 4260 Italian citizens, we used social simulation to estimate the evolution of public opinion. Particular attention has been given to different social categories, identified by age and gender. Comparing the ISB during and before COVID-19, we discovered that the shift in the ISB, during the pandemic, may have actually positively influenced public opinion, facilitating the acceptance of the costly restrictions introduced. © 2021 CEUR-WS. All rights reserved.
	Pigazzini I.; Briola D.; Fontana F.A.	Architectural technical debt of multiagent systems development platforms	2021	Technical debt is candidate to be the next buzzword in software engineering, and the number of studies evaluating the technical debt of software projects is increasing. A particular and dangerous type of debt is the architectural debt, i.e., the consequences of sub-optimal design decisions. Currently, there are no studies about the evaluation of architectural debt in MultiAgent Systems (MAS) and platforms. Hence, in this paper we propose the analysis of four well-known MAS development platforms, with the aim of evaluating their architectural debt and open the discussion in this field. We exploit a tool, named Arcan, developed for architectural smell detection and for the computation of an architectural debt index. The results show that MAS development platforms are subjected to architectural debt, and in particular to the presence of Cyclic Dependency smells. However, there is evidence that the minimum amount of debt is reached when developers report “bug fixes” and “Improvements”. © 2021 CEUR-WS. All rights reserved.
	Cossentino M.; Lopes S.; Sabatucci L.; Tripiciano M.	Towards a semantic layer for Italian emergency plans	2021	Emergency plans require a complex collaboration among multiple departments and roles. They are generally long textual documents containing practical instructions for hazard responses in natural language. This work focuses on converting informal documents to a more rigorous structured-text representation by taking advantage of well-known techniques from the literature. However, this task is costly, it requires technical skills and sound domain knowledge, and it is entirely subjective. To this aim, we propose a semantic layer that supports the formalization of an emergency plan by identifying essential elements of the input document and highlighting inconsistencies, redundancies, and ambiguities. © 2021 CEUR-WS. All rights reserved.
	Sabbatini F.; Ciatto G.; Calegari R.; Omicini A.	On the design of PSyKE: A platform for symbolic knowledge extraction	2021	A common practice in modern explainable AI is to post-hoc explain black-box machine learning (ML) predictors - such as neural networks - by extracting symbolic knowledge out of them, in the form of either rule lists or decision trees. By acting as a surrogate model, the extracted knowledge aims at revealing the inner working of the black box, thus enabling its inspection, representation, and explanation. Various knowledge-extraction algorithms have been presented in the literature so far. Unfortunately, running implementations of most of them are currently either proof of concepts or unavailable. In any case, a unified, coherent software framework supporting them all - as well as their interchange, comparison, and exploitation in arbitrary ML workflows - is currently missing. Accordingly, in this paper we present PSyKE, a platform providing general-purpose support to symbolic knowledge extraction from different sorts of black-box predictors via many extraction algorithms. Notably, PSyKE targets symbolic knowledge in logic form, allowing the extraction of first-order logic clauses. The extracted knowledge is thus both machine- and human-interpretable, and can be used as a starting point for further symbolic processing-e.g. automated reasoning. © 2021 CEUR-WS. All rights reserved.
	Cantucci F.; Falcone R.; Castelfranchi C.	Investigating adjustable social autonomy in human robot interaction	2021	More and more often, Human Robot Interaction(HRI) applications require the design of robotics systems whose decision process implies the capability to evaluate not only the physical environment, but especially the mental states and the features of its human interlocutor, in order to adapt their social autonomy every time humans require the robot's help. Robots will be really cooperative and effective when they will expose the capability to consider not only the goals or interests explicitly required by humans, but also those one that are not declared and to provide help that go beyond the literal task execution. In order to improve the quality of this kind of smart help, a robot has to operate a meta-evaluation of its own predictive skills to build a model of the interlocutor and of her/his goals. The robot's capability to self-trust its skills to interpret the interlocutor and the context, is a fundamental requirement for producing smart and effective decisions towards humans. In this work we propose a simulated experiment, designed with the goal to test a cognitive architecture for trustworthy human robot collaboration. The experiment has been designed in order to demonstrate how the robot's capability to learn its own level of self-trust on its predictive abilities in perceiving the user and building a model of her/him, allows it to establish a trustworthy collaboration and to maintain an high level of user's satisfaction, with respect to the robot's performance, also when these abilities progressively degrade. © 2021 CEUR-WS. All rights reserved.
	Postorino M.N.; Sarné G.M.L.; Versaci M.	Embedding a neuro-fuzzy mode choice tool in intelligent agents	2021	Increasing road traffic levels in urban areas require actions and policies to manage and control the number of road users. Travelers' choices of transport modes, particularly private cars, that generate the main share of road traffic levels, depend on many factors, which include both personal preferences and level-of-service variables. Understanding how travelers choose transport modes according to the above factors is an important challenge in order to adopt the most suitable policies and facilitate a sustainable mobility. In the literature, behavioral models have been mainly proposed in order to both estimate mode choice percentages and capture travel behaviors by suitable estimation of some parameters associated to the above factors. However, behavior is complex in itself and the mechanisms underlying user behavior might be difficult to be captured by traditional models. In this paper, a neuro-fuzzy approach is proposed to extract mode choice decision rules by evaluating different sets of rules and different membership functions of the neuro-fuzzy model. Particularly, to determine which inputs are the most relevant in such decision process, fuzzy curves and surfaces have been considered in order to take into account nonlinear effects. The neuro-fuzzy model proposed in this paper has been thought to be embedded in an agent-based methodological framework where user agents - representing travelers - make travel choices based on the rules learnt by means of the neuro-fuzzy system. © 2021 CEUR-WS. All rights reserved.
	Pellegrino M.; Lombardo G.; Mordonini M.; Tomaiuolo M.; Cagnoni S.; Poggi A.	ActoDemic: A distributed framework for fine-grained spreading modeling and simulation in large scale scenarios	2021	Agent-based modeling and simulation techniques are widely and successfully used for analyzing complex and emergent phenomena in many research and application areas. Among the many different reasons which sustain the flexibility and success of such techniques, it is important to mention the availability of a great variety of software tools, easing (1) the development of models, (2) the execution of simulations, and (3) the analysis of results. Currently, with the rapid global spread of the COVID-19 pandemic, one of the most important research area is dedicated to define algorithms and systems to support epidemic forecasting simulations, scalable on large populations. In particular, in this paper, we propose an agent-based epidemic model and a distributed architecture that can be used for the simulation of populations represented by millions of agents. Moreover, the paper presents the results of the simulations on the data of the population of Lombardy. © 2021 CEUR-WS. All rights reserved.
	Cantucci F.; Falcone R.	Autonomous Critical Help provided by an Artificial Agent in the field of Cultural Heritage	2022	In this work we introduce a computational cognitive model that provide an intelligent agent (e.g. robot, virtual assistant) with the capability to personalize a museum visit. The personalization is based on the goals, interests of the user that intends to visit the museum and considers also the goals, interests of the museum curators that have designed the exhibition. We introduce and evaluate a special type of help provided by the agent, called Critical Help, that can lead to a change of the user’s request, with the goal to consider needs that the same user cannot or has not been able to assess. The computational model has been implemented by exploiting the well known agent oriented programming framework Jason. We recruited 26 real participants in a preliminary robotic experiment that we conducted in order to test the computational model. Each participant has interacted with the humanoid robot Nao, widely used in Human-Robot Interaction (HRI) scenarios. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Bella G.; Cantone D.; Nicolosi Asmundo M.; Santamaria D.F.	The Ontology for Agents, Systems and Integration of Services: recent advancements of OASIS	2022	Semantic representation is, especially through the use of Semantic Web technologies, a key enabler for many application domains, notably thanks to the representation of agents. A semantic description of agents can be practically achieved by taking a behaviouristic approach, whose essential aim is to define the operational capabilities of every agent. These are leveraged to enable agents to operate and engage with their peers. The OASIS ontology — An Ontology for Agent, Systems, and Integration of Services, presented in 2019 — pursues the behaviouristic approach to deliver a higher-level, semantic representation system as well as a communication protocol for agents and their commitments. Following the profitable adoption of OASIS as a foundational ontology for agents in the context of blockchain-oriented e-commerce, the ontology has been maintained and substantially updated over the years. This paper reports on the modelling choices and general advancements since the first publication of OASIS, especially after its profitable adoption by an European project. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Agiollo A.; Rafanelli A.; Omicini A.	Towards Quality-of-Service Metrics for Symbolic Knowledge Injection	2022	The integration of symbolic knowledge and sub-symbolic predictors represents a recent popular trend in AI. Among the set of integration approaches, Symbolic Knowledge Injection (SKI) proposes the exploitation of human-intelligible knowledge to steer sub-symbolic models towards some desired behaviour. The vast majority of works in the field of SKI aim at increasing the predictive performance of the sub-symbolic model at hand and, therefore, measure SKI strength solely based on performance improvements. However, a variety of artefacts exist that affect this measure, mostly linked to the quality of the injected knowledge and the underlying predictor. Moreover, the use of injection techniques introduces the possibility of producing more efficient sub-symbolic models in terms of computations, energy, and data required. Therefore, novel and reliable Quality-of-Service (QoS) measures for SKI are clearly needed, aiming at robustly identifying the overall quality of an injection mechanism. Accordingly, in this work, we propose and mathematically model the first – up to our knowledge – set of QoS metrics for SKI, focusing on measuring injection robustness and efficiency gain. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Rafanelli A.; Costantini S.; De Gasperis G.	A Multi-Agent-System framework for flooding events	2022	This paper presents the potential capabilities offered by an integrated multi-agent system comprising logical agents and a neural network, specialized in monitoring flood events for civil protection purposes Here we describe the idea of a framework – at the moment only partially developed – consisting of a set of intelligent agents, which perform various tasks and communicate with each other to efficiently generate alerts during flood crisis events, collaborating with a neural network, derived from the PSP-Net model, which is dedicated to the inspection and analysis of satellite images. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
1	Dinaharison J.B.; Marilleau N.; Rakotonirainy H.; Corson N.; Bernard L.; Müller J.-P.	Agent-based Spatial Model Coupling Using a Coordination Unit	2022	Modeling complex systems like soil functioning turns out to be a challenge due to its heterogeneous structure, the number of interactions and processes entangled with each other at various levels and scales. Its heterogeneous structure requires a spatially explicit account, by coupling models through the space by using its resources, as proposed by the spatial model coupling approaches. However, these approaches raise the problem of resource conflicts: interacting models can modify resources simultaneously while the amount available cannot supply models demands. As spatial model coupling approaches do not provide proper resource distribution methods to handle that matter, inconsistencies might occur if resource conflicts are poorly managed. In order to solve this problem, we propose a novel coupling approach based on agent paradigm in which the space, associated with a coordination unit supports model exchange and conflict management. This architecture is illustrated by an UML Class Diagram that we implemented into the GAMA platform. To prove its effectiveness, we test the approach on a simple soil model in which numerous models compete for resources scattered in the space. Comparative results suggest that handling conflicts using the coordination unit shows more precise indications of resource use, compared to the model in which conflicts are mismanaged. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Sabbatini F.; Ciatto G.; Calegari R.; Omicini A.	Hypercube-Based Methods for Symbolic Knowledge Extraction: Towards a Unified Model	2022	Symbolic knowledge-extraction (SKE) algorithms proposed by the XAI community to obtain human-intelligible explanations for opaque machine learning predictors are currently being studied and developed with growing interest, also in order to achieve believability in interactions. However, choosing the most adequate extraction procedure amongst the many existing in the literature is becoming more and more challenging, as the amount of available methods increases. In fact, most of the proposed algorithms come with constraints over their applicability. In this paper we focus upon a quite general class of SKE techniques, namely hypercube-based methods. Despite being commonly considered as regression-specific, we discuss why hypercube-based SKE methods are flexible enough to deal with classification problems as well. More generally, we propose a common generalised model for hypercube-based methods, and we show how they can be exploited to perform SKE on datasets, predictors, or learning tasks of any sort. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Bertolotti F.; Roman S.	The Evolution of Risk Sensitivity in a Sustainability Game: an Agent-based Model	2022	The research of a balance between the growing pressure of addressing long-term sustainability issues and the existence of short-term economic and political challenges is one of the main issues of this century. To contribute to this case, we design a four-players game to elicit this tension. Then, an agent-based model of this game is developed, to observe the effects and the effectiveness of various behaviours and strategies, especially regarding risk preferences. An evolutionary meta-model selects the best-performing agents during multiple generations, and data from the resulting population are collected. The analyses of the results suggest that environmental factors affect the resulting risk sensitivities. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Catta D.; Leneutre J.; Malvone V.	Subset Sabotage Games & Attack Graphs	2022	We consider an extended version of sabotage games played over Attack Graphs. Such games are two-player zero-sum reachability games between an Attacker and a Defender. This latter player can erase particular subsets of edges of the Attack Graph. To reason about such games we introduce a variant of Sabotage Modal Logic (that we call Subset Sabotage Modal Logic) in which one modality quantifies over non-empty subset of edges. We show that we can characterize the existence of winning Attacker strategies by formulas of Subset Sabotage Modal Logic. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Seidita V.; Lanza F.; Sabella A.M.P.; Chella A.	Can agents talk about what they are doing? A proposal with Jason and speech acts	2022	The dream of building robots and artificial agents that are more and more capable of thinking and acting like humans is growing by the day. Various models and architectures aim to mimic human behavior. In our current research, we propose a solution to make actions and thought cycles of agents explainable by introducing inner speech into a multi-agent system. The reasons that led us to use inner speech as a self-modeling engine raised the question of what inner speech is and how it affects cognitive systems. In this proposal, we used speech act to enable a coalition of agents to exhibit inner speech capabilities to explain their behavior, but also to guide and reinforce the creation of an inner model triggered by the decision-making process through actions applied to the surrounding world and to themselves. The BDI agent paradigm is used to keep the agents rational and with the innate ability to act in a human-like manner. The proposed solution continues the research path that began with the definition of a cognitive model and architecture for human-robot teaming interaction, and aims to integrate the believable interaction paradigm into it. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Dell’Acqua P.; Costantini S.	Emotional Behavior Trees for Empathetic Human-Automation Interaction	2022	For the tasks of improving caregiving in medicine and other sectors (i.e., teaching) and of constructing effective human-AI teams, agents should be endowed with an emotion recognition and management module, capable of empathy, and of modelling aspects of the Theory of Mind, in the sense of being able to reconstruct what what someone is thinking or feeling. In this paper, we propose an architecture for such a module, based upon an enhanced notion of Behavior Trees. We illustrate the effectiveness of the proposed architecture on a significant example, and on a wider case study. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Falcone R.; Sapienza A.	The role of decisional autonomy in User-IoT systems interaction	2022	As the Internet of Things (IoT) continues to spread, emerging technologies provide devices with various autonomous capabilities that enable them to assist their users in a multitude of activities throughout their daily lives. Despite this, it is still unclear what the role of autonomy should be in this context, as limited academic research has been conducted on such a topic. This study tries to fill this research gap, by proposing a possible solution on how IoT devices may act in order to develop and regulate their autonomy, in relation to the specific user they interface with. After introducing a theoretical framework, we considered a possible implementation in a simulation context, showing how the proposed approach works. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Rosaci D.; Sacchi S.; Sarné G.M.L.	Modeling Dynamic Web Polarization and Proximity Depolarization Processes by Compactness Measures	2022	In this paper, we deal with the possibility of simulating dynamic polarization and proximity depolarization processes in a software multi-agent community, modeling homophily and trust relationships usually present in human processes. Group polarization involves various disciplines, such as economics, social psychology, political science, sociology and many others, and it can be considered a critical process underlying relevant behaviors as, for instance, voting and conflictual intergroup relations in the society. Moreover, being a human social phenomenon, the polarization processes are subject to change over time or also effect overturning (i.e., depolarization). Our contribution consists of proposing a compactness-based model for equipping agents in order to simulate the complexity of such processes. We have simulated two case studies where polarization is ruled by compactness measures, combining similarity and trust with different percentages. We evaluated the results provided by compactness measures in order to verify the role of similarity and trust in the agent polarization processes. © 2020 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
	Magnini M.; Ciatto G.; Omicini A.	A view to a KILL: Knowledge Injection via Lambda Layer	2022	We propose KILL (Knowledge Injection via Lambda Layer) as a novel method for the injection of symbolic knowledge into neural networks (NN) allowing data scientists to control what the network should (not) learn. Unlike other similar approaches, our method does not (i) require ground input formulæ, (ii) impose any constraint on the NN undergoing injection, (iii) affect the loss function of the NN. Instead, it acts directly at the backpropagation level, by increasing penalty whenever the NN output is violating the injected knowledge. An experiment is reported to demonstrate the potential (and limits) of our approach. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).
